transaction_id,date,merchant,category,amount,customer_id,payment_method,location,is_true_anomaly
23744,2024-03-16,McDonalds,food,309004.53,1115,credit_card,Surabaya,0
28184,2024-03-16,GrabFood,food,301718.72,1063,cash,Jakarta,0
49278,2024-03-16,Bukalapak,online shopping,398056.01,1168,e-wallet,Medan,0
46649,2024-03-16,Starbucks,food,61680.99,1202,cash,Surabaya,0
28995,2024-03-16,Tokopedia,online shopping,101346.32,1046,e-wallet,Surabaya,0
36489,2024-03-16,Alfamart,retail,316452.8,1028,cash,Jakarta,0
15457,2024-03-16,Tokopedia,online shopping,167213.62,1048,e-wallet,Jakarta,0
44637,2024-03-16,Alfamart,retail,281057.93,1013,e-wallet,Surabaya,0
28685,2024-03-16,Indomaret,retail,365481.99,1104,cash,Yogyakarta,0
32425,2024-03-16,ACE Hardware,electronics,225393.31,1069,e-wallet,Jakarta,0
12865,2024-03-16,Tokopedia,online shopping,324261.74,1276,bank_transfer,Jakarta,0
36343,2024-03-16,Indomaret,retail,135186.81,1135,cash,Yogyakarta,0
2441,2024-03-16,Gojek,transport,258180.2,1268,cash,Bandung,0
16638,2024-03-17,Starbucks,food,237483.44,1157,bank_transfer,Bandung,0
8774,2024-03-17,McDonalds,food,415592.45,1026,credit_card,Surabaya,0
12408,2024-03-17,Tokopedia,online shopping,253115.84,1178,cash,Medan,0
5023,2024-03-17,GrabFood,food,128138.78,1010,credit_card,Surabaya,0
11498,2024-03-17,Indomaret,retail,130892.34,1204,bank_transfer,Jakarta,0
448,2024-03-17,Gojek,transport,237712.01,1267,e-wallet,Yogyakarta,0
43407,2024-03-17,Shopee,online shopping,442495.37,1116,credit_card,Jakarta,0
35325,2024-03-17,Shopee,online shopping,209481.31,1283,cash,Medan,0
17106,2024-03-17,Shopee,online shopping,274483.77,1152,e-wallet,Surabaya,0
39770,2024-03-17,Shopee,online shopping,409070.94,1290,credit_card,Surabaya,0
23256,2024-03-17,Indomaret,retail,311143.0,1030,cash,Jakarta,0
41066,2024-03-17,GrabFood,food,178633.47,1189,cash,Yogyakarta,0
43516,2024-03-17,Shopee,online shopping,407289.14,1276,bank_transfer,Jakarta,0
30695,2024-03-17,Tokopedia,online shopping,103192.56,1129,credit_card,Yogyakarta,0
18607,2024-03-17,Indomaret,retail,403024.69,1271,cash,Surabaya,0
46865,2024-03-17,Gojek,transport,216815.54,1060,e-wallet,Medan,0
6748,2024-03-17,ACE Hardware,electronics,288983.95,1100,cash,Yogyakarta,0
6024,2024-03-17,Tokopedia,online shopping,328793.93,1036,credit_card,Bandung,0
23240,2024-03-17,Starbucks,food,277234.61,1093,cash,Jakarta,0
3408,2024-03-17,GrabFood,food,319393.9,1111,bank_transfer,Medan,0
49462,2024-03-17,Tokopedia,online shopping,339806.63,1126,cash,Surabaya,0
17163,2024-03-17,Bukalapak,online shopping,142614.0,1087,credit_card,Surabaya,0
28374,2024-03-17,McDonalds,food,266979.49,1255,cash,Medan,0
42029,2024-03-17,Tokopedia,online shopping,328852.5,1276,bank_transfer,Jakarta,0
20418,2024-03-17,ACE Hardware,electronics,379525.8,1234,credit_card,Medan,0
22313,2024-03-17,Indomaret,retail,249893.78,1169,e-wallet,Yogyakarta,0
16244,2024-03-17,ACE Hardware,electronics,157381.2,1033,bank_transfer,Bandung,0
18612,2024-03-17,Bukalapak,online shopping,266582.92,1160,credit_card,Jakarta,0
33505,2024-03-17,Tokopedia,online shopping,113254.7,1239,e-wallet,Yogyakarta,0
35319,2024-03-17,ACE Hardware,electronics,221394.76,1153,cash,Bandung,0
22420,2024-03-17,Shopee,online shopping,408135.5,1152,e-wallet,Surabaya,0
46439,2024-03-17,Starbucks,food,103282.46,1129,credit_card,Medan,0
44490,2024-03-17,Bukalapak,online shopping,172138.2,1239,e-wallet,Yogyakarta,0
5445,2024-03-17,Bukalapak,online shopping,394789.29,1104,cash,Yogyakarta,0
40286,2024-03-17,Indomaret,retail,126739.72,1221,e-wallet,Jakarta,0
26979,2024-03-17,Indomaret,retail,285447.29,1103,cash,Yogyakarta,0
47449,2024-03-17,McDonalds,food,380424.32,1015,bank_transfer,Bandung,0
20568,2024-03-17,Indomaret,retail,165863.67,1294,credit_card,Surabaya,0
38002,2024-03-17,Tokopedia,online shopping,374739.24,1040,bank_transfer,Jakarta,0
15443,2024-03-17,Bukalapak,online shopping,409582.83,1160,credit_card,Bandung,0
33962,2024-03-17,ACE Hardware,electronics,380517.03,1002,credit_card,Jakarta,0
20790,2024-03-17,Bukalapak,online shopping,156742.81,1219,bank_transfer,Jakarta,0
5331,2024-03-17,Indomaret,retail,313207.96,1195,cash,Jakarta,0
41325,2024-03-17,Starbucks,food,195060.68,1133,bank_transfer,Surabaya,0
681,2024-03-17,Tokopedia,online shopping,369871.6,1276,bank_transfer,Jakarta,0
34637,2024-03-17,Shopee,online shopping,147521.44,1162,bank_transfer,Surabaya,0
25195,2024-03-17,Starbucks,food,292183.53,1027,bank_transfer,Surabaya,0
2761,2024-03-17,ACE Hardware,electronics,182183.48,1005,e-wallet,Surabaya,0
29647,2024-03-17,Tokopedia,online shopping,184614.93,1243,e-wallet,Bandung,0
48291,2024-03-17,ACE Hardware,electronics,124847.76,1268,cash,Bandung,0
12225,2024-03-17,GrabFood,food,174173.83,1097,cash,Jakarta,0
17298,2024-03-17,Starbucks,food,119142.16,1016,cash,Surabaya,0
8346,2024-03-17,Shopee,online shopping,407289.84,1070,credit_card,Medan,0
40239,2024-03-17,Bukalapak,online shopping,57482.56,1013,e-wallet,Surabaya,0
22871,2024-03-17,McDonalds,food,184073.13,1155,bank_transfer,Jakarta,0
15555,2024-03-17,Indomaret,retail,353920.31,1101,credit_card,Yogyakarta,0
8382,2024-03-17,GrabFood,food,351516.38,1125,bank_transfer,Yogyakarta,0
20658,2024-03-17,McDonalds,food,275137.21,1137,bank_transfer,Jakarta,0
49243,2024-03-17,Gojek,transport,110346.66,1051,credit_card,Jakarta,0
16570,2024-03-17,Shopee,online shopping,444560.85,1273,bank_transfer,Medan,0
33910,2024-03-17,Tokopedia,online shopping,209901.64,1052,e-wallet,Surabaya,0
11341,2024-03-17,Tokopedia,online shopping,285683.46,1007,credit_card,Medan,0
45173,2024-03-17,Gojek,transport,355950.73,1147,e-wallet,Jakarta,0
28476,2024-03-17,Bukalapak,online shopping,249085.97,1219,bank_transfer,Jakarta,0
24331,2024-03-17,Alfamart,retail,373478.34,1124,cash,Bandung,0
39824,2024-03-17,Alfamart,retail,215751.24,1231,bank_transfer,Yogyakarta,0
44255,2024-03-17,Starbucks,food,427353.46,1249,bank_transfer,Surabaya,0
2009,2024-03-17,Shopee,online shopping,350805.28,1173,credit_card,Bandung,0
21005,2024-03-17,Starbucks,food,390176.35,1027,bank_transfer,Surabaya,0
15353,2024-03-17,Starbucks,food,251861.54,1200,bank_transfer,Medan,0
8081,2024-03-17,GrabFood,food,319747.79,1090,cash,Medan,0
47468,2024-03-17,Bukalapak,online shopping,371894.27,1131,credit_card,Yogyakarta,0
19688,2024-03-17,ACE Hardware,electronics,201049.7,1295,e-wallet,Surabaya,0
46917,2024-03-17,McDonalds,food,116356.1,1085,credit_card,Surabaya,0
45015,2024-03-17,Alfamart,retail,463806.6,1242,e-wallet,Surabaya,0
41208,2024-03-17,Gojek,transport,275759.25,1039,cash,Bandung,0
26661,2024-03-17,Starbucks,food,297049.14,1109,e-wallet,Medan,0
48304,2024-03-17,GrabFood,food,155070.5,1283,cash,Medan,0
40335,2024-03-17,Gojek,transport,166280.95,1262,bank_transfer,Surabaya,0
28509,2024-03-17,McDonalds,food,469429.58,1284,cash,Bandung,0
28510,2024-03-17,Indomaret,retail,312472.89,1061,credit_card,Bandung,0
48827,2024-03-17,Gojek,transport,228836.42,1268,cash,Bandung,0
37871,2024-03-17,Bukalapak,online shopping,377566.37,1153,cash,Bandung,0
27032,2024-03-17,GrabFood,food,307095.03,1127,cash,Yogyakarta,0
27022,2024-03-17,Gojek,transport,365607.84,1251,e-wallet,Yogyakarta,0
8183,2024-03-17,Alfamart,retail,334933.56,1193,e-wallet,Yogyakarta,0
41635,2024-03-17,Starbucks,food,359467.09,1147,e-wallet,Jakarta,0
29859,2024-03-17,Gojek,transport,359014.67,1273,bank_transfer,Medan,0
42100,2024-03-17,GrabFood,food,233328.75,1099,credit_card,Yogyakarta,0
44691,2024-03-17,McDonalds,food,331055.39,1096,credit_card,Medan,0
47110,2024-03-17,Indomaret,retail,157994.95,1221,e-wallet,Jakarta,0
30307,2024-03-17,McDonalds,food,363308.29,1140,cash,Surabaya,0
25464,2024-03-17,Tokopedia,online shopping,270047.6,1133,bank_transfer,Surabaya,0
2244,2024-03-17,Alfamart,retail,77904.92,1051,credit_card,Jakarta,0
1220,2024-03-17,McDonalds,food,450984.46,1106,bank_transfer,Jakarta,0
7540,2024-03-17,Shopee,online shopping,365584.12,1064,e-wallet,Surabaya,0
1176,2024-03-17,Gojek,transport,168034.25,1128,cash,Medan,0
43296,2024-03-17,GrabFood,food,343863.81,1026,credit_card,Surabaya,0
22183,2024-03-17,Tokopedia,online shopping,268863.61,1007,credit_card,Medan,0
33104,2024-03-17,Shopee,online shopping,208144.68,1012,cash,Yogyakarta,0
25997,2024-03-17,GrabFood,food,280158.92,1262,bank_transfer,Yogyakarta,0
44582,2024-03-17,Starbucks,food,155622.54,1172,e-wallet,Jakarta,0
11935,2024-03-17,Bukalapak,online shopping,276920.59,1265,e-wallet,Medan,0
7713,2024-03-17,ACE Hardware,electronics,319668.2,1081,bank_transfer,Medan,0
46738,2024-03-17,Alfamart,retail,332794.54,1168,e-wallet,Medan,0
18148,2024-03-17,ACE Hardware,electronics,469187.17,1263,bank_transfer,Jakarta,0
22167,2024-03-17,Tokopedia,online shopping,271893.28,1195,cash,Yogyakarta,0
36575,2024-03-17,Tokopedia,online shopping,137478.02,1013,e-wallet,Surabaya,0
32967,2024-03-17,GrabFood,food,270136.26,1030,cash,Jakarta,0
15008,2024-03-17,McDonalds,food,320594.76,1106,bank_transfer,Surabaya,0
10368,2024-03-17,Gojek,transport,180809.58,1227,credit_card,Surabaya,0
35545,2024-03-17,Indomaret,retail,255357.53,1271,cash,Surabaya,0
47061,2024-03-17,Tokopedia,online shopping,117092.42,1136,credit_card,Jakarta,0
21978,2024-03-17,McDonalds,food,223423.05,1119,cash,Surabaya,0
36412,2024-03-17,McDonalds,food,79442.95,1287,e-wallet,Medan,0
15035,2024-03-17,GrabFood,food,119642.75,1048,e-wallet,Jakarta,0
35499,2024-03-17,Tokopedia,online shopping,278990.98,1072,credit_card,Medan,0
20104,2024-03-17,Alfamart,retail,177492.21,1043,cash,Jakarta,0
31907,2024-03-17,Gojek,transport,378283.84,1147,e-wallet,Jakarta,0
1779,2024-03-17,ACE Hardware,electronics,262014.89,1096,credit_card,Medan,0
9086,2024-03-17,Tokopedia,online shopping,270977.23,1057,cash,Medan,0
42706,2024-03-17,Indomaret,retail,249282.17,1294,credit_card,Bandung,0
32720,2024-03-17,Starbucks,food,242307.81,1014,e-wallet,Jakarta,1
40750,2024-03-17,McDonalds,food,279938.24,1215,cash,Bandung,0
9017,2024-03-17,ACE Hardware,electronics,165479.64,1232,cash,Medan,0
11658,2024-03-17,McDonalds,food,380024.89,1215,cash,Bandung,0
18272,2024-03-17,Starbucks,food,235809.26,1216,credit_card,Surabaya,0
14988,2024-03-17,Gojek,transport,387708.3,1281,e-wallet,Medan,0
36001,2024-03-17,McDonalds,food,304890.79,1245,credit_card,Surabaya,0
21766,2024-03-17,Bukalapak,online shopping,448769.53,1126,cash,Surabaya,0
2196,2024-03-17,Bukalapak,online shopping,265591.89,1039,cash,Bandung,0
23504,2024-03-17,Alfamart,retail,306326.71,1201,e-wallet,Medan,0
42777,2024-03-17,Indomaret,retail,300930.04,1022,bank_transfer,Bandung,0
332,2024-03-17,Shopee,online shopping,180678.28,1023,cash,Jakarta,0
5755,2024-03-17,Bukalapak,online shopping,155917.74,1292,e-wallet,Yogyakarta,0
25587,2024-03-17,Tokopedia,online shopping,231961.58,1181,credit_card,Jakarta,0
21566,2024-03-17,Bukalapak,online shopping,328845.08,1140,cash,Surabaya,0
7101,2024-03-17,Bukalapak,online shopping,284373.1,1203,credit_card,Jakarta,0
1805,2024-03-17,Tokopedia,online shopping,250713.02,1006,cash,Surabaya,0
3972,2024-03-17,Gojek,transport,311620.51,1288,credit_card,Surabaya,0
31815,2024-03-17,Shopee,online shopping,407927.48,1263,bank_transfer,Jakarta,0
42478,2024-03-17,GrabFood,food,343094.32,1015,bank_transfer,Bandung,0
33868,2024-03-18,Bukalapak,online shopping,223926.77,1135,cash,Yogyakarta,0
37990,2024-03-18,Indomaret,retail,340928.16,1047,cash,Medan,0
16480,2024-03-18,Gojek,transport,214643.89,1192,bank_transfer,Jakarta,0
39118,2024-03-18,Shopee,online shopping,411213.22,1270,bank_transfer,Bandung,0
11670,2024-03-18,Tokopedia,online shopping,307224.89,1110,cash,Surabaya,0
25559,2024-03-18,Bukalapak,online shopping,282331.66,1068,bank_transfer,Jakarta,0
41365,2024-03-18,Tokopedia,online shopping,184483.68,1133,bank_transfer,Surabaya,0
34841,2024-03-18,Tokopedia,online shopping,331211.55,1291,bank_transfer,Yogyakarta,0
33781,2024-03-18,Tokopedia,online shopping,204079.74,1013,e-wallet,Surabaya,0
3050,2024-03-18,Shopee,online shopping,371766.35,1141,cash,Surabaya,0
1504,2024-03-18,Shopee,online shopping,129253.28,1161,e-wallet,Surabaya,0
8652,2024-03-18,GrabFood,food,208204.63,1021,e-wallet,Yogyakarta,0
46692,2024-03-18,McDonalds,food,305551.07,1050,e-wallet,Yogyakarta,0
8646,2024-03-18,McDonalds,food,96299.57,1246,credit_card,Yogyakarta,0
26671,2024-03-18,Indomaret,retail,189088.46,1247,bank_transfer,Medan,0
45587,2024-03-18,Alfamart,retail,108022.24,1035,bank_transfer,Surabaya,0
16048,2024-03-18,Gojek,transport,215346.51,1166,e-wallet,Yogyakarta,0
22578,2024-03-18,Gojek,transport,354038.95,1288,credit_card,Surabaya,0
25822,2024-03-18,Gojek,transport,237658.44,1163,bank_transfer,Yogyakarta,0
11330,2024-03-18,Tokopedia,online shopping,108347.08,1132,credit_card,Yogyakarta,0
28518,2024-03-18,Gojek,transport,223101.21,1128,cash,Bandung,0
3055,2024-03-18,Bukalapak,online shopping,268262.83,1004,credit_card,Bandung,0
4433,2024-03-18,Bukalapak,online shopping,402005.21,1070,credit_card,Medan,0
6535,2024-03-18,Starbucks,food,300688.25,1112,cash,Surabaya,0
21922,2024-03-18,Alfamart,retail,379873.98,1061,credit_card,Bandung,0
48757,2024-03-18,Bukalapak,online shopping,178251.08,1078,cash,Medan,0
1601,2024-03-18,GrabFood,food,323315.18,1184,bank_transfer,Surabaya,0
49989,2024-03-18,Shopee,online shopping,239854.93,1287,e-wallet,Medan,0
34127,2024-03-18,McDonalds,food,68888.4,1029,cash,Yogyakarta,0
34131,2024-03-18,Indomaret,retail,340855.0,1267,e-wallet,Yogyakarta,0
19480,2024-03-18,Shopee,online shopping,1653474.5462553333,1174,e-wallet,Bandung,1
24529,2024-03-18,Shopee,online shopping,216423.04,1247,bank_transfer,Medan,0
40114,2024-03-18,Starbucks,food,156722.09,1137,bank_transfer,Medan,0
40212,2024-03-18,Indomaret,retail,190087.13,1068,bank_transfer,Jakarta,0
38358,2024-03-18,GrabFood,food,524488.81,1236,credit_card,Yogyakarta,0
32575,2024-03-18,Gojek,transport,204614.09,1280,e-wallet,Jakarta,0
24542,2024-03-18,McDonalds,food,360888.68,1055,cash,Bandung,0
23714,2024-03-18,Starbucks,food,163742.3,1293,credit_card,Jakarta,0
16122,2024-03-18,Bukalapak,online shopping,247372.59,1101,credit_card,Yogyakarta,0
48467,2024-03-18,Tokopedia,online shopping,506676.73,1110,cash,Surabaya,0
22834,2024-03-18,GrabFood,food,276827.89,1030,cash,Jakarta,0
2742,2024-03-18,Bukalapak,online shopping,197547.43,1210,cash,Bandung,0
20654,2024-03-18,Indomaret,retail,284733.82,1238,cash,Yogyakarta,0
22843,2024-03-18,Shopee,online shopping,247808.24,1293,credit_card,Jakarta,0
44487,2024-03-18,GrabFood,food,268857.63,1113,e-wallet,Jakarta,0
47886,2024-03-18,Alfamart,retail,303589.51,1272,bank_transfer,Surabaya,0
48801,2024-03-18,Bukalapak,online shopping,327860.01,1036,credit_card,Bandung,0
46224,2024-03-18,Gojek,transport,411180.37,1242,e-wallet,Surabaya,0
6331,2024-03-18,McDonalds,food,365612.85,1198,e-wallet,Bandung,0
12310,2024-03-18,Starbucks,food,372347.44,1157,bank_transfer,Bandung,0
26970,2024-03-18,GrabFood,food,396905.06,1248,credit_card,Yogyakarta,0
43936,2024-03-18,Bukalapak,online shopping,325997.72,1061,credit_card,Bandung,0
27933,2024-03-18,ACE Hardware,electronics,366659.95,1151,bank_transfer,Surabaya,0
36117,2024-03-18,Shopee,online shopping,368534.66,1223,e-wallet,Medan,0
5333,2024-03-18,Gojek,transport,330318.53,1086,bank_transfer,Medan,0
22949,2024-03-18,Tokopedia,online shopping,90767.84,1048,e-wallet,Jakarta,0
32456,2024-03-18,Shopee,online shopping,370054.9,1272,bank_transfer,Surabaya,0
8276,2024-03-18,Shopee,online shopping,347222.31,1105,credit_card,Medan,0
26145,2024-03-18,Starbucks,food,170723.52,1014,e-wallet,Bandung,0
12897,2024-03-18,Bukalapak,online shopping,347960.6,1088,cash,Bandung,1
34464,2024-03-18,Tokopedia,online shopping,376441.3,1177,cash,Jakarta,0
22934,2024-03-18,Starbucks,food,174259.95,1167,bank_transfer,Medan,0
34031,2024-03-18,Alfamart,retail,254452.19,1080,credit_card,Medan,0
25749,2024-03-18,Shopee,online shopping,177186.88,1287,e-wallet,Medan,0
11287,2024-03-18,GrabFood,food,214033.79,1208,cash,Yogyakarta,0
31154,2024-03-18,Tokopedia,online shopping,231930.29,1260,bank_transfer,Bandung,0
19568,2024-03-18,Starbucks,food,117425.35,1277,e-wallet,Bandung,0
48646,2024-03-18,Starbucks,food,216509.64,1034,bank_transfer,Medan,0
19464,2024-03-18,Bukalapak,online shopping,187665.8,1196,bank_transfer,Jakarta,0
25207,2024-03-18,Bukalapak,online shopping,398567.71,1055,cash,Medan,0
11768,2024-03-18,Shopee,online shopping,332767.28,1270,bank_transfer,Jakarta,0
48898,2024-03-18,Indomaret,retail,237473.56,1187,credit_card,Jakarta,0
7802,2024-03-18,ACE Hardware,electronics,261379.57,1203,credit_card,Jakarta,0
35077,2024-03-18,Alfamart,retail,247087.46,1056,credit_card,Jakarta,0
41960,2024-03-18,Starbucks,food,75882.98,1235,credit_card,Jakarta,0
6032,2024-03-18,Starbucks,food,119580.43,1221,e-wallet,Jakarta,0
3031,2024-03-18,Starbucks,food,156758.63,1166,e-wallet,Yogyakarta,0
32522,2024-03-18,Shopee,online shopping,151800.66,1232,cash,Medan,0
10283,2024-03-18,Alfamart,retail,234177.53,1128,cash,Bandung,0
6668,2024-03-18,McDonalds,food,259203.26,1022,bank_transfer,Bandung,0
20275,2024-03-18,McDonalds,food,371539.49,1050,e-wallet,Yogyakarta,0
19076,2024-03-18,Tokopedia,online shopping,164376.63,1192,bank_transfer,Jakarta,0
10649,2024-03-18,GrabFood,food,203590.22,1164,bank_transfer,Yogyakarta,0
30572,2024-03-18,Starbucks,food,411818.75,1290,credit_card,Surabaya,0
35619,2024-03-18,Shopee,online shopping,167523.79,1207,e-wallet,Bandung,0
49183,2024-03-18,Gojek,transport,316812.27,1289,cash,Jakarta,0
41122,2024-03-18,GrabFood,food,225225.69,1208,cash,Yogyakarta,0
10591,2024-03-18,Indomaret,retail,303557.49,1254,cash,Bandung,0
12937,2024-03-18,Shopee,online shopping,438934.22,1070,credit_card,Medan,0
4302,2024-03-18,Alfamart,retail,227093.13,1203,credit_card,Jakarta,0
25607,2024-03-18,Starbucks,food,296242.17,1020,credit_card,Medan,0
26598,2024-03-18,Tokopedia,online shopping,132977.59,1250,credit_card,Medan,0
39758,2024-03-18,Tokopedia,online shopping,334445.43,1271,cash,Surabaya,0
26029,2024-03-18,Tokopedia,online shopping,161164.11,1216,credit_card,Surabaya,0
21476,2024-03-18,Shopee,online shopping,261648.6,1109,e-wallet,Medan,0
48412,2024-03-18,Indomaret,retail,204747.3,1000,credit_card,Jakarta,0
30002,2024-03-18,Tokopedia,online shopping,186430.72,1065,cash,Jakarta,0
31799,2024-03-18,Starbucks,food,284587.43,1165,e-wallet,Surabaya,0
15228,2024-03-18,Tokopedia,online shopping,349613.89,1121,bank_transfer,Jakarta,0
15200,2024-03-18,Indomaret,retail,325449.42,1205,e-wallet,Surabaya,0
29293,2024-03-18,Shopee,online shopping,215399.57,1107,e-wallet,Yogyakarta,0
43386,2024-03-18,Shopee,online shopping,262907.73,1141,cash,Surabaya,0
42043,2024-03-18,Bukalapak,online shopping,355746.83,1140,cash,Surabaya,0
24100,2024-03-18,ACE Hardware,electronics,225173.92,1111,bank_transfer,Yogyakarta,0
7783,2024-03-18,Shopee,online shopping,321219.2,1139,bank_transfer,Surabaya,0
23311,2024-03-18,Bukalapak,online shopping,301342.09,1153,cash,Bandung,0
1274,2024-03-18,Tokopedia,online shopping,275361.58,1057,cash,Medan,0
33347,2024-03-18,Bukalapak,online shopping,134759.58,1014,e-wallet,Bandung,0
16677,2024-03-18,Tokopedia,online shopping,138336.08,1004,credit_card,Bandung,0
22332,2024-03-18,Indomaret,retail,327923.96,1061,credit_card,Bandung,0
22345,2024-03-18,GrabFood,food,276513.06,1125,bank_transfer,Yogyakarta,0
13376,2024-03-18,Indomaret,retail,271143.07,1232,cash,Medan,0
5045,2024-03-18,Tokopedia,online shopping,385328.94,1165,e-wallet,Surabaya,0
21209,2024-03-18,ACE Hardware,electronics,359942.92,1153,cash,Bandung,0
29263,2024-03-18,Alfamart,retail,271524.86,1266,cash,Jakarta,0
17129,2024-03-18,GrabFood,food,367296.33,1236,credit_card,Jakarta,0
38872,2024-03-18,Shopee,online shopping,439498.76,1073,bank_transfer,Medan,0
45334,2024-03-18,ACE Hardware,electronics,264886.96,1275,cash,Medan,0
14331,2024-03-18,ACE Hardware,electronics,375437.16,1289,cash,Jakarta,0
46712,2024-03-18,McDonalds,food,106655.63,1220,bank_transfer,Yogyakarta,0
15329,2024-03-18,Starbucks,food,319279.21,1077,credit_card,Medan,0
43189,2024-03-18,Starbucks,food,396153.25,1147,e-wallet,Jakarta,0
11396,2024-03-18,Indomaret,retail,259732.28,1103,cash,Yogyakarta,0
34937,2024-03-18,Alfamart,retail,247498.49,1266,cash,Jakarta,0
36810,2024-03-18,Starbucks,food,374433.17,1194,credit_card,Yogyakarta,0
503,2024-03-18,McDonalds,food,250184.62,1211,bank_transfer,Jakarta,0
30805,2024-03-18,Starbucks,food,209922.62,1216,credit_card,Surabaya,0
48090,2024-03-18,Starbucks,food,343224.0,1214,e-wallet,Medan,0
31541,2024-03-18,Alfamart,retail,278448.3,1030,cash,Jakarta,0
14180,2024-03-18,GrabFood,food,374648.61,1249,bank_transfer,Surabaya,0
22059,2024-03-18,Starbucks,food,137863.81,1196,bank_transfer,Jakarta,0
6581,2024-03-18,Gojek,transport,276786.7,1057,cash,Medan,0
37701,2024-03-18,Bukalapak,online shopping,334821.44,1009,credit_card,Jakarta,0
27979,2024-03-18,Tokopedia,online shopping,146134.34,1278,bank_transfer,Yogyakarta,0
25316,2024-03-18,GrabFood,food,338195.46,1263,bank_transfer,Jakarta,0
30824,2024-03-18,Alfamart,retail,84450.97,1258,e-wallet,Surabaya,0
35769,2024-03-18,Gojek,transport,329930.21,1036,credit_card,Bandung,0
23056,2024-03-18,Tokopedia,online shopping,376176.42,1177,cash,Jakarta,0
3634,2024-03-18,Alfamart,retail,414798.29,1282,e-wallet,Surabaya,0
21501,2024-03-18,ACE Hardware,electronics,219221.81,1293,credit_card,Jakarta,0
44965,2024-03-18,McDonalds,food,398221.35,1024,cash,Bandung,0
41842,2024-03-18,Bukalapak,online shopping,118730.42,1087,credit_card,Surabaya,0
34991,2024-03-18,Shopee,online shopping,281380.33,1064,e-wallet,Surabaya,0
21078,2024-03-18,GrabFood,food,255048.18,1127,cash,Yogyakarta,0
48721,2024-03-18,GrabFood,food,394455.64,1011,e-wallet,Yogyakarta,0
33589,2024-03-18,Shopee,online shopping,327378.8,1229,credit_card,Medan,0
43673,2024-03-18,Bukalapak,online shopping,372052.34,1036,credit_card,Bandung,0
5113,2024-03-18,Tokopedia,online shopping,139838.28,1008,credit_card,Jakarta,0
840,2024-03-18,Gojek,transport,341267.56,1251,e-wallet,Yogyakarta,0
3464,2024-03-19,Alfamart,retail,327737.53,1245,credit_card,Bandung,0
4862,2024-03-19,Shopee,online shopping,127281.4,1054,e-wallet,Surabaya,0
4426,2024-03-19,Indomaret,retail,194029.75,1159,credit_card,Jakarta,0
25873,2024-03-19,Gojek,transport,251580.95,1020,credit_card,Medan,0
47405,2024-03-19,Gojek,transport,442446.6,1147,e-wallet,Jakarta,0
4764,2024-03-19,Starbucks,food,175813.1,1196,bank_transfer,Jakarta,0
27816,2024-03-19,McDonalds,food,180419.76,1150,e-wallet,Medan,0
26493,2024-03-19,Alfamart,retail,517652.52,1131,credit_card,Yogyakarta,0
18669,2024-03-19,Starbucks,food,355382.42,1009,credit_card,Jakarta,0
17461,2024-03-19,ACE Hardware,electronics,155370.99,1190,cash,Surabaya,0
42351,2024-03-19,Alfamart,retail,356328.65,1077,credit_card,Medan,0
2854,2024-03-19,Indomaret,retail,352250.07,1223,e-wallet,Medan,0
49934,2024-03-19,Tokopedia,online shopping,251112.45,1048,e-wallet,Jakarta,0
17925,2024-03-19,Shopee,online shopping,319802.97,1064,e-wallet,Surabaya,0
3308,2024-03-19,ACE Hardware,electronics,268594.05,1232,cash,Medan,0
29539,2024-03-19,Tokopedia,online shopping,168534.32,1205,e-wallet,Surabaya,0
142,2024-03-19,ACE Hardware,electronics,268275.14,1296,e-wallet,Yogyakarta,0
44155,2024-03-19,McDonalds,food,343712.46,1211,bank_transfer,Jakarta,0
19210,2024-03-19,McDonalds,food,223278.23,1048,e-wallet,Jakarta,0
28694,2024-03-19,Bukalapak,online shopping,127259.69,1246,credit_card,Yogyakarta,0
44184,2024-03-19,Starbucks,food,371658.25,1042,credit_card,Surabaya,0
4172,2024-03-19,Gojek,transport,333191.44,1223,e-wallet,Medan,0
27408,2024-03-19,Bukalapak,online shopping,157093.32,1067,e-wallet,Yogyakarta,0
40939,2024-03-19,Alfamart,retail,283365.96,1225,credit_card,Yogyakarta,0
27508,2024-03-19,Bukalapak,online shopping,1027962.8127413709,1055,cash,Bandung,1
41817,2024-03-19,Starbucks,food,67228.43,1258,e-wallet,Medan,0
26917,2024-03-19,Starbucks,food,232001.85,1020,credit_card,Medan,0
16865,2024-03-19,Alfamart,retail,195823.35,1266,cash,Jakarta,0
41834,2024-03-19,Bukalapak,online shopping,311760.25,1214,e-wallet,Medan,0
210,2024-03-19,Gojek,transport,345255.57,1155,bank_transfer,Jakarta,0
962,2024-03-19,Shopee,online shopping,447404.63,1116,credit_card,Jakarta,0
49797,2024-03-19,GrabFood,food,160226.82,1049,bank_transfer,Jakarta,0
4979,2024-03-19,Indomaret,retail,327441.23,1101,credit_card,Yogyakarta,0
41957,2024-03-19,Gojek,transport,376560.33,1289,cash,Jakarta,0
1319,2024-03-19,Shopee,online shopping,292610.39,1114,e-wallet,Yogyakarta,0
27278,2024-03-19,McDonalds,food,372030.18,1081,bank_transfer,Medan,0
16333,2024-03-19,McDonalds,food,282032.55,1297,credit_card,Bandung,0
26151,2024-03-19,GrabFood,food,136750.68,1283,cash,Medan,0
19349,2024-03-19,Tokopedia,online shopping,148924.28,1133,bank_transfer,Surabaya,0
