transaction_id,date,account_type,amount,transaction_type,branch,is_true_anomaly
8147,2024-05-23,Gaji,2338837.1957543576,debit,Bandung,0
8148,2024-05-19,Biaya Operasional,2766039.1049624,credit,Medan,0
8149,2024-01-29,Pembelian,2294167.5751452106,credit,Bandung,0
8150,2024-09-26,Pembelian,2771662.551411004,credit,Surabaya,0
8151,2024-09-03,Biaya Operasional,1996832.7388937229,credit,Bandung,0
8152,2024-01-12,Pembelian,2190919.1482948493,debit,Bandung,0
8153,2024-12-20,Kas,1982389.6058876403,credit,Medan,0
8154,2024-12-02,Penjualan,2268180.573446453,debit,Jakarta,0
8155,2024-04-15,Gaji,2397281.8586044633,debit,Surabaya,0
8156,2024-02-01,Penjualan,1408067.8918102088,debit,Bandung,0
8157,2024-03-14,Gaji,2037206.6088169492,debit,Bandung,1
8158,2024-06-19,Gaji,2013853.878693296,debit,Surabaya,0
8159,2024-12-02,Penjualan,1728010.7214399937,credit,Jakarta,0
8160,2024-03-09,Penjualan,2160109.7347721616,credit,Jakarta,0
8161,2024-10-27,Pembelian,1561227.95579498,credit,Jakarta,0
8162,2024-12-27,Gaji,1557590.9080019637,debit,Bandung,0
8163,2024-05-16,Gaji,1678597.3938886807,debit,Medan,0
8164,2024-04-09,Penjualan,1379351.628420515,debit,Surabaya,0
8165,2024-05-25,Gaji,1644006.4965595366,credit,Surabaya,0
8166,2024-01-09,Gaji,2909139.5417739046,debit,Surabaya,0
8167,2024-03-02,Kas,1444065.6341206715,debit,Medan,0
8168,2024-07-03,Pembelian,1548469.6311155192,credit,Bandung,0
8169,2024-01-29,Pembelian,2064839.583409913,credit,Bandung,0
8170,2024-04-23,Kas,1474471.840565898,credit,Medan,0
8171,2024-05-22,Penjualan,1548919.3003777356,debit,Bandung,0
8172,2024-04-29,Biaya Operasional,1393476.5285873087,debit,Medan,0
8173,2024-06-18,Penjualan,2007415.3767118999,credit,Bandung,0
8174,2024-06-05,Kas,1883165.6287629257,debit,Medan,0
8175,2024-11-30,Gaji,2224095.048886105,credit,Jakarta,0
8176,2024-12-14,Kas,2102956.7275053947,credit,Surabaya,0
8177,2024-09-16,Pembelian,2579896.6323636314,credit,Jakarta,0
8178,2024-03-22,Gaji,1733691.0145832947,credit,Bandung,0
8179,2024-08-29,Penjualan,1415582.6127808855,credit,Medan,0
8180,2024-06-20,Gaji,1574138.1462644516,credit,Bandung,0
8181,2024-08-18,Pembelian,2903430.7148795687,debit,Medan,0
8182,2024-07-26,Kas,1000986.7222903227,debit,Bandung,0
8183,2024-03-15,Penjualan,3585427.4958043154,credit,Jakarta,1
8184,2024-09-26,Biaya Operasional,2552463.678247319,debit,Jakarta,0
8185,2024-04-23,Biaya Operasional,2132773.6823075623,credit,Surabaya,0
8186,2024-03-02,Kas,1544804.5782754463,credit,Surabaya,0
8187,2024-12-27,Penjualan,2262507.8165005445,debit,Medan,0
8188,2024-11-15,Penjualan,1587510.991042866,debit,Surabaya,0
8189,2024-04-11,Gaji,1756188.405426725,debit,Bandung,0
8190,2024-12-27,Kas,2112371.4888489656,debit,Medan,0
8191,2024-07-28,Gaji,1747872.0004506493,debit,Bandung,0
8192,2024-09-11,Kas,1450724.148574432,debit,Surabaya,0
8193,2024-01-20,Pembelian,1902522.8311810107,credit,Medan,0
8194,2024-02-27,Kas,2249864.5516235204,credit,Surabaya,0
8195,2024-04-21,Gaji,2572274.9447419825,credit,Bandung,0
8196,2024-11-08,Penjualan,2332163.6357194465,credit,Jakarta,0
8197,2024-07-14,Kas,2774371.194186311,credit,Bandung,0
8198,2024-12-18,Penjualan,2124556.489206128,debit,Jakarta,0
8199,2024-04-01,Pembelian,1908477.06948311,debit,Jakarta,0
8200,2024-02-21,Biaya Operasional,2889276.678941914,debit,Bandung,0
8201,2024-10-19,Biaya Operasional,1810470.9518891424,credit,Jakarta,0
8202,2024-01-08,Gaji,2437432.4904493317,debit,Bandung,0
8203,2024-10-26,Kas,2628281.2043381976,debit,Jakarta,0
8204,2024-04-07,Pembelian,824310.4068904421,debit,Bandung,0
8205,2024-08-23,Pembelian,2022779.274062537,debit,Jakarta,0
8206,2024-03-09,Penjualan,1450803.5053082262,debit,Bandung,0
8207,2024-02-14,Gaji,1421213.9896273022,credit,Medan,0
8208,2024-05-16,Pembelian,1581649.1801928969,debit,Medan,0
8209,2024-08-21,Kas,3789342.0437980467,debit,Medan,1
8210,2024-02-01,Pembelian,2407744.245732143,debit,Medan,0
8211,2024-10-15,Biaya Operasional,1863330.9380278275,credit,Surabaya,0
8212,2024-05-05,Gaji,2539730.650266198,credit,Surabaya,0
8213,2024-03-07,Penjualan,2141806.838578591,debit,Jakarta,0
8214,2024-01-30,Kas,1974412.1545130375,credit,Surabaya,0
8215,2024-04-23,Biaya Operasional,1568828.851039089,debit,Jakarta,0
8216,2024-07-22,Pembelian,1814582.3725401927,credit,Jakarta,0
8217,2024-01-29,Gaji,2202578.166880143,credit,Surabaya,0
8218,2024-05-10,Gaji,1854963.152737593,credit,Medan,0
8219,2024-07-03,Kas,1698693.3248812305,credit,Jakarta,0
8220,2024-09-09,Penjualan,1996407.8504041736,credit,Medan,0
8221,2024-10-12,Biaya Operasional,2586295.3704313403,debit,Jakarta,0
8222,2024-03-02,Penjualan,2082086.0707337589,credit,Jakarta,0
8223,2024-01-03,Kas,2536073.3471749923,debit,Surabaya,0
8224,2024-03-08,Kas,913658.3744789159,debit,Medan,0
8225,2024-12-29,Biaya Operasional,2059889.6964711752,debit,Surabaya,1
8226,2024-06-27,Gaji,1937102.0128197966,credit,Jakarta,0
8227,2024-05-20,Gaji,1538274.6463272134,debit,Surabaya,0
8228,2024-08-18,Biaya Operasional,2087779.4719800067,credit,Surabaya,0
8229,2024-10-26,Penjualan,2406379.5190715324,debit,Medan,0
8230,2024-06-11,Biaya Operasional,2044437.3922139227,credit,Bandung,0
8231,2024-11-06,Gaji,1378324.986949245,credit,Bandung,0
8232,2024-05-09,Penjualan,2231468.0478841574,credit,Bandung,0
8233,2024-09-02,Pembelian,2579432.8426315,credit,Jakarta,0
8234,2024-10-23,Penjualan,2076635.3388349644,credit,Medan,0
8235,2024-06-20,Gaji,3108120.5516126114,credit,Surabaya,1
8236,2024-03-04,Kas,1661022.0759225818,credit,Medan,0
8237,2024-01-31,Gaji,2190767.128721389,debit,Medan,1
8238,2024-02-16,Penjualan,1818066.5040639408,debit,Bandung,0
8239,2024-05-09,Kas,3858104.6561606163,credit,Surabaya,0
8240,2024-12-17,Gaji,2565759.6273274515,debit,Jakarta,0
8241,2024-11-28,Pembelian,2129408.069702525,credit,Jakarta,0
8242,2024-04-19,Pembelian,2238236.1741691586,credit,Surabaya,0
8243,2024-03-09,Biaya Operasional,1930690.6660952466,debit,Surabaya,0
8244,2024-02-27,Pembelian,2233453.4750848366,debit,Bandung,0
8245,2024-04-15,Pembelian,2297710.3510756525,credit,Medan,0
8246,2024-10-26,Penjualan,1604830.0306793135,credit,Jakarta,0
8247,2024-11-25,Biaya Operasional,1876031.7329586686,credit,Jakarta,0
8248,2024-09-12,Pembelian,2160402.3897931925,credit,Bandung,0
8249,2024-11-07,Penjualan,2208016.716157467,debit,Medan,0
8250,2024-06-19,Biaya Operasional,1870717.2542664786,debit,Surabaya,0
8251,2024-06-10,Penjualan,1797994.6818218865,credit,Bandung,0
8252,2024-10-12,Kas,2290887.4673709637,credit,Jakarta,0
8253,2024-03-11,Gaji,2277445.649751954,debit,Bandung,0
8254,2024-09-11,Gaji,1778041.6768848014,debit,Surabaya,0
8255,2024-02-24,Gaji,959182.6332486646,credit,Medan,0
8256,2024-11-18,Pembelian,2293985.9535370735,credit,Jakarta,0
8257,2024-01-03,Gaji,2437824.5842306395,debit,Surabaya,0
8258,2024-01-26,Gaji,2302816.5751101943,debit,Bandung,0
8259,2024-11-08,Biaya Operasional,2877138.294771462,debit,Medan,0
8260,2024-05-05,Biaya Operasional,2406260.785945063,credit,Medan,0
8261,2024-12-29,Biaya Operasional,2131083.7101828386,debit,Jakarta,1
8262,2024-07-16,Pembelian,1543485.5593824598,debit,Jakarta,0
8263,2024-10-25,Gaji,1965210.1791196724,debit,Medan,0
8264,2024-07-06,Pembelian,1897217.3502535583,debit,Medan,0
8265,2024-07-04,Pembelian,2116676.988105042,credit,Jakarta,0
8266,2024-10-31,Pembelian,1374769.1549853827,debit,Medan,0
8267,2024-10-24,Pembelian,2279228.3632616634,credit,Surabaya,0
8268,2024-07-22,Pembelian,1701686.2149312652,credit,Jakarta,0
8269,2024-01-11,Pembelian,2166103.9551847684,credit,Surabaya,0
8270,2024-12-24,Gaji,1755926.8760706873,debit,Medan,0
8271,2024-12-19,Biaya Operasional,1934819.4815093183,credit,Surabaya,0
8272,2024-05-25,Penjualan,1546170.0833743264,debit,Medan,0
8273,2024-03-25,Penjualan,1575488.3728490756,debit,Bandung,0
8274,2024-12-29,Penjualan,2248957.571382618,debit,Medan,1
8275,2024-04-13,Kas,2463349.7145706946,credit,Jakarta,0
8276,2024-02-15,Biaya Operasional,1973322.8119134794,credit,Bandung,0
8277,2024-02-13,Gaji,2624491.444147282,credit,Jakarta,0
8278,2024-10-04,Pembelian,2506895.5323316297,debit,Jakarta,0
8279,2024-06-29,Penjualan,2118984.6677306145,credit,Jakarta,0
8280,2024-07-05,Biaya Operasional,1505123.5574733801,debit,Bandung,0
8281,2024-04-23,Gaji,2123979.954807199,credit,Jakarta,0
8282,2024-09-11,Penjualan,2175139.1289096233,debit,Jakarta,0
8283,2024-01-30,Biaya Operasional,2266912.4977263687,debit,Medan,0
8284,2024-09-20,Gaji,1821117.3947950392,credit,Medan,0
8285,2024-04-07,Biaya Operasional,1644425.1259628118,credit,Bandung,0
8286,2024-11-08,Pembelian,1178446.3100798386,credit,Jakarta,0
8287,2024-11-24,Biaya Operasional,2057915.6960499801,credit,Jakarta,0
8288,2024-04-24,Biaya Operasional,1952738.5680811778,debit,Surabaya,0
8289,2024-10-02,Kas,3142412.7141633374,credit,Bandung,1
8290,2024-10-07,Pembelian,1507380.6444959727,credit,Medan,0
8291,2024-10-01,Biaya Operasional,1982190.1434214802,debit,Jakarta,0
8292,2024-09-17,Pembelian,1455190.562292995,credit,Medan,0
8293,2024-11-26,Biaya Operasional,2816292.9744112194,credit,Medan,0
8294,2024-07-25,Pembelian,1819861.5212527083,credit,Surabaya,0
8295,2024-11-23,Gaji,1310628.8263639743,debit,Medan,0
8296,2024-07-29,Penjualan,2025405.0265248965,credit,Medan,0
8297,2024-08-02,Kas,2090338.404482083,debit,Medan,0
8298,2024-02-09,Penjualan,1680945.4625297743,credit,Bandung,0
8299,2024-01-26,Biaya Operasional,1989370.5888864226,debit,Bandung,0
8300,2024-01-27,Biaya Operasional,1491384.03372911,debit,Jakarta,0
8301,2024-07-08,Gaji,1721661.1128154164,credit,Medan,0
8302,2024-03-23,Biaya Operasional,1720921.7730799534,debit,Surabaya,0
8303,2024-06-18,Pembelian,3344976.361094253,credit,Jakarta,0
8304,2024-06-15,Penjualan,2558348.718163076,credit,Surabaya,0
8305,2024-07-06,Biaya Operasional,2000129.4548366559,credit,Surabaya,0
8306,2024-06-17,Gaji,1916443.207687057,debit,Jakarta,0
8307,2024-10-15,Kas,2609715.7346338327,debit,Surabaya,0
8308,2024-08-16,Penjualan,2579790.370475021,debit,Bandung,0
8309,2024-12-29,Gaji,1827365.2530857287,credit,Jakarta,1
8310,2024-01-16,Gaji,3167447.004024285,debit,Surabaya,0
8311,2024-10-05,Penjualan,1827311.3086627543,debit,Medan,0
8312,2024-05-14,Gaji,1863097.1699964073,credit,Jakarta,0
8313,2024-01-26,Kas,2281544.60076624,debit,Surabaya,0
8314,2024-12-17,Kas,2068780.9735208428,debit,Surabaya,0
8315,2024-01-12,Biaya Operasional,1740380.2094091838,debit,Surabaya,0
8316,2024-03-12,Pembelian,1856246.961832964,credit,Surabaya,0
8317,2024-05-12,Biaya Operasional,1690439.273811778,credit,Surabaya,0
8318,2024-04-15,Pembelian,2036811.994735136,debit,Jakarta,0
8319,2024-08-07,Penjualan,1915811.3557156506,debit,Jakarta,0
8320,2024-06-25,Gaji,2224856.601066367,credit,Medan,0
8321,2024-10-08,Biaya Operasional,2129920.7719392073,debit,Surabaya,0
8322,2024-05-12,Gaji,3814265.49793272,credit,Bandung,1
8323,2024-01-22,Biaya Operasional,1757856.6851942705,credit,Surabaya,0
8324,2024-09-25,Biaya Operasional,2550037.9138718056,debit,Jakarta,0
8325,2024-06-09,Kas,1946290.0810513115,credit,Jakarta,0
8326,2024-04-16,Pembelian,1495859.0615444176,debit,Jakarta,0
8327,2024-10-05,Penjualan,1865608.4019942493,credit,Bandung,0
8328,2024-12-18,Gaji,1996915.6909866717,debit,Bandung,0
8329,2024-08-22,Biaya Operasional,3082125.5754290363,debit,Bandung,0
8330,2024-01-18,Gaji,1812526.0092917306,debit,Jakarta,0
8331,2024-08-29,Kas,1834943.8977395832,credit,Jakarta,0
8332,2024-04-26,Penjualan,2108817.6158570256,debit,Jakarta,0
8333,2024-10-12,Pembelian,2330591.1267006323,debit,Jakarta,0
8334,2024-10-08,Pembelian,2994219.932658638,debit,Surabaya,0
8335,2024-05-23,Biaya Operasional,1878711.618451926,debit,Bandung,0
8336,2024-07-23,Penjualan,1901041.0539434145,credit,Surabaya,0
8337,2024-02-08,Pembelian,1408442.3100240682,credit,Medan,0
8338,2024-06-02,Penjualan,1366972.0370329772,debit,Bandung,0
8339,2024-06-24,Gaji,2015346.221753751,debit,Surabaya,0
8340,2024-08-28,Kas,1559283.5100913711,credit,Surabaya,0
8341,2024-05-13,Penjualan,1226189.2221410354,credit,Surabaya,0
8342,2024-02-15,Penjualan,1630607.5100989908,debit,Jakarta,0
8343,2024-02-19,Pembelian,1386366.9552436122,debit,Surabaya,0
8344,2024-06-14,Biaya Operasional,1968223.930221288,credit,Jakarta,0
8345,2024-04-15,Biaya Operasional,1368250.5336889988,debit,Jakarta,0
8346,2024-08-03,Gaji,1808421.2780890279,credit,Surabaya,0
8347,2024-05-25,Pembelian,2236763.77726089,debit,Jakarta,0
8348,2024-03-12,Pembelian,1890827.4820495192,debit,Medan,0
8349,2024-11-25,Kas,1956062.4712520665,debit,Surabaya,0
8350,2024-09-29,Biaya Operasional,1409855.6232111459,debit,Bandung,0
8351,2024-09-03,Pembelian,2309646.618614788,debit,Medan,0
8352,2024-07-04,Gaji,2119162.2915491103,debit,Bandung,0
8353,2024-03-10,Kas,1938072.191155852,debit,Medan,0
8354,2024-05-29,Biaya Operasional,2103648.0883419025,credit,Jakarta,0
8355,2024-09-02,Biaya Operasional,1918063.3483919324,debit,Medan,0
8356,2024-09-18,Biaya Operasional,2215351.847284998,debit,Surabaya,0
8357,2024-01-26,Kas,2356498.2043146817,credit,Jakarta,0
8358,2024-05-19,Gaji,1808356.3545452794,credit,Surabaya,0
8359,2024-04-08,Gaji,1771319.108545286,debit,Surabaya,0
8360,2024-10-04,Pembelian,1716818.1409030177,credit,Jakarta,0
8361,2024-02-20,Pembelian,1647219.7974424486,debit,Jakarta,0
8362,2024-05-30,Biaya Operasional,1555600.437941497,debit,Jakarta,0
8363,2024-04-13,Penjualan,1974940.1736175616,credit,Medan,0
8364,2024-03-29,Pembelian,1841610.3361520506,debit,Medan,0
8365,2024-05-20,Gaji,1977617.2465197833,credit,Medan,0
8366,2024-07-31,Biaya Operasional,2205349.10580152,credit,Surabaya,0
8367,2024-08-20,Gaji,2147763.1793075334,debit,Jakarta,0
8368,2024-07-01,Biaya Operasional,2648193.18939034,debit,Jakarta,0
8369,2024-12-29,Kas,2021203.2040246408,debit,Surabaya,1
8370,2024-01-09,Pembelian,1879706.6175866225,credit,Surabaya,0
8371,2024-03-19,Kas,2038741.7066139567,debit,Medan,0
8372,2024-02-21,Gaji,2323276.335188736,debit,Bandung,1
8373,2024-09-25,Gaji,3017985.712001531,debit,Jakarta,0
8374,2024-08-13,Gaji,2167044.977975367,credit,Bandung,0
8375,2024-02-20,Penjualan,2091610.2979598308,credit,Surabaya,0
8376,2024-07-04,Gaji,2524692.0086762207,debit,Medan,0
8377,2024-12-29,Biaya Operasional,1765913.9414612812,debit,Bandung,1
8378,2024-10-17,Penjualan,1952687.354821708,debit,Jakarta,0
8379,2024-08-17,Biaya Operasional,2152773.025509704,credit,Jakarta,0
8380,2024-05-10,Penjualan,1600469.5915225486,credit,Medan,0
8381,2024-12-29,Biaya Operasional,1321593.6832988132,debit,Bandung,1
8382,2024-11-21,Penjualan,2309184.5181689872,debit,Jakarta,0
8383,2024-09-03,Pembelian,1510535.7831779039,debit,Jakarta,0
8384,2024-07-10,Pembelian,2486329.1193924444,debit,Jakarta,0
8385,2024-11-18,Penjualan,1815419.0871231582,debit,Surabaya,0
8386,2024-07-28,Kas,1917925.604676078,credit,Jakarta,0
8387,2024-04-12,Penjualan,1113855.1441116713,credit,Surabaya,0
8388,2024-11-24,Kas,2209870.850945759,debit,Surabaya,0
8389,2024-05-12,Biaya Operasional,2248064.5823271926,debit,Surabaya,0
8390,2024-11-18,Penjualan,2262441.4215061697,credit,Bandung,0
8391,2024-05-18,Kas,2397891.3895695694,debit,Jakarta,0
8392,2024-12-29,Penjualan,1119079.0790534029,debit,Medan,1
8393,2024-04-03,Pembelian,1370992.3813328969,debit,Bandung,0
8394,2024-05-08,Pembelian,1338473.109929539,credit,Surabaya,0
8395,2024-03-31,Penjualan,1799054.5221572814,debit,Medan,0
8396,2024-04-01,Penjualan,1560051.7258537181,credit,Surabaya,0
8397,2024-03-03,Gaji,2170497.934451038,credit,Medan,0
8398,2024-01-29,Pembelian,1989590.6354035526,credit,Medan,0
8399,2024-07-28,Biaya Operasional,2218652.5399128054,debit,Jakarta,0
8400,2024-01-12,Penjualan,2252223.6176417745,debit,Surabaya,0
8401,2024-11-28,Gaji,997108.9701536115,debit,Jakarta,0
8402,2024-10-23,Penjualan,2428800.867756691,credit,Bandung,0
8403,2024-05-09,Pembelian,1802259.1920663323,credit,Surabaya,0
8404,2024-10-19,Kas,2462624.827324429,debit,Surabaya,0
8405,2024-06-21,Kas,1244513.8770566192,credit,Medan,0
8406,2024-07-26,Pembelian,2288711.247082426,debit,Bandung,0
8407,2024-01-24,Biaya Operasional,2040376.2624737222,debit,Medan,0
8408,2024-04-08,Gaji,2767927.975281702,debit,Bandung,1
8409,2024-12-21,Penjualan,2080623.8895795434,credit,Surabaya,0
8410,2024-05-18,Gaji,2462408.854194158,debit,Medan,1
8411,2024-11-09,Penjualan,1165788.3754548393,credit,Jakarta,0
8412,2024-06-22,Gaji,2006578.6688493101,debit,Surabaya,0
8413,2024-01-29,Gaji,1607640.7613658486,debit,Jakarta,0
8414,2024-05-22,Pembelian,1823156.2806591396,credit,Medan,0
8415,2024-11-11,Gaji,1954868.473211058,debit,Surabaya,0
8416,2024-12-16,Penjualan,1611020.0087046314,credit,Jakarta,0
8417,2024-02-11,Penjualan,2308128.46093711,debit,Medan,0
8418,2024-10-25,Gaji,2449712.8461189247,credit,Bandung,0
8419,2024-07-26,Gaji,1514566.1406935074,credit,Medan,0
8420,2024-11-25,Pembelian,2117746.0697834804,debit,Jakarta,0
8421,2024-07-10,Kas,1065583.571482606,credit,Jakarta,0
8422,2024-06-08,Gaji,2477570.5647417656,credit,Bandung,0
8423,2024-03-04,Kas,2037712.6414925552,debit,Bandung,0
8424,2024-08-30,Biaya Operasional,1951008.4094095365,debit,Jakarta,0
8425,2024-09-14,Kas,2819478.5367295346,debit,Medan,0
8426,2024-05-31,Gaji,2155724.7548590167,debit,Bandung,0
8427,2024-08-02,Penjualan,3377676.6205428196,debit,Bandung,0
8428,2024-11-17,Penjualan,1454176.1838579068,debit,Jakarta,0
8429,2024-06-14,Gaji,1506825.201902974,credit,Surabaya,0
8430,2024-01-31,Pembelian,2413835.3135173135,debit,Jakarta,0
8431,2024-08-19,Gaji,1870526.3466494035,credit,Bandung,0
8432,2024-10-08,Gaji,2568408.5541053084,debit,Medan,0
8433,2024-01-29,Pembelian,1499442.053420381,credit,Jakarta,0
8434,2024-07-13,Pembelian,2600052.3872356554,credit,Surabaya,0
8435,2024-11-29,Biaya Operasional,1967504.708494969,debit,Jakarta,0
8436,2024-09-12,Biaya Operasional,2615469.965072997,debit,Bandung,1
8437,2024-10-07,Biaya Operasional,1376583.1950390104,credit,Medan,0
8438,2024-10-30,Pembelian,2583373.892245494,credit,Bandung,0
8439,2024-11-16,Kas,2230208.379251038,debit,Medan,0
8440,2024-11-18,Gaji,2294623.3053743886,debit,Medan,0
8441,2024-12-11,Biaya Operasional,1307928.2038624734,debit,Medan,0
8442,2024-10-20,Kas,1892682.5762920862,debit,Jakarta,0
8443,2024-03-27,Gaji,1976114.03181553,debit,Bandung,0
8444,2024-05-28,Kas,1343392.0888165752,debit,Bandung,0
8445,2024-09-05,Penjualan,2352550.756457689,credit,Jakarta,0
8446,2024-11-16,Penjualan,2465883.1596524995,debit,Jakarta,0
8447,2024-10-09,Gaji,1275288.2649797266,credit,Bandung,0
8448,2024-12-27,Kas,1984220.3428752203,credit,Surabaya,0
8449,2024-07-16,Kas,2437255.3118139105,debit,Surabaya,0
8450,2024-02-13,Pembelian,2864677.5674491283,debit,Bandung,0
8451,2024-12-21,Biaya Operasional,2411418.4066522075,debit,Medan,0
8452,2024-01-28,Gaji,1497810.5835844702,debit,Bandung,0
8453,2024-01-17,Kas,1540518.3591023674,credit,Bandung,0
8454,2024-05-06,Biaya Operasional,2138250.849525795,credit,Medan,0
8455,2024-06-16,Gaji,2355571.40703771,credit,Medan,0
8456,2024-08-31,Kas,1998805.0196980091,debit,Medan,0
8457,2024-03-16,Penjualan,1769024.8221140942,credit,Medan,0
8458,2024-08-18,Kas,2401688.9903680114,credit,Surabaya,0
8459,2024-07-22,Penjualan,2530037.30000064,debit,Bandung,0
8460,2024-09-04,Penjualan,1844307.6824190316,credit,Jakarta,0
8461,2024-10-28,Pembelian,2000401.5032155202,debit,Jakarta,0
8462,2024-08-01,Pembelian,2331753.8225777536,debit,Jakarta,0
8463,2024-08-02,Gaji,1808286.2009600915,debit,Surabaya,1
8464,2024-06-06,Gaji,2452915.704772583,debit,Jakarta,0
8465,2024-03-09,Biaya Operasional,1775278.6781838406,credit,Surabaya,0
8466,2024-03-25,Pembelian,2498112.935787712,debit,Medan,0
8467,2024-09-23,Biaya Operasional,1658922.2388963038,debit,Medan,0
8468,2024-03-09,Gaji,3171547.8732925253,credit,Bandung,0
8469,2024-04-08,Gaji,1972794.6887628168,credit,Surabaya,0
8470,2024-12-12,Gaji,2322105.1211188016,debit,Bandung,1
8471,2024-08-03,Biaya Operasional,2647451.7702923454,credit,Surabaya,0
8472,2024-06-09,Pembelian,1963250.3892317966,credit,Bandung,0
8473,2024-04-03,Kas,2173664.405951663,debit,Medan,0
8474,2024-06-22,Biaya Operasional,2063608.6837125022,credit,Jakarta,0
8475,2024-06-13,Gaji,3078570.2952465247,credit,Bandung,0
8476,2024-04-24,Pembelian,2857242.512367687,credit,Bandung,0
8477,2024-08-07,Biaya Operasional,1669383.0822321032,debit,Medan,0
8478,2024-01-31,Gaji,1501121.7923150368,credit,Jakarta,0
8479,2024-01-11,Gaji,2288711.27391141,debit,Surabaya,0
8480,2024-12-08,Biaya Operasional,2082359.5703495317,debit,Surabaya,0
8481,2024-05-09,Biaya Operasional,2823635.724046732,credit,Jakarta,0
8482,2024-04-14,Pembelian,2224131.429040427,credit,Bandung,0
8483,2024-01-27,Kas,2025295.5188772907,credit,Bandung,0
8484,2024-08-14,Gaji,1546059.8729342485,credit,Bandung,0
8485,2024-01-02,Kas,1775137.1582600048,credit,Surabaya,0
8486,2024-12-24,Kas,1668956.0417049709,debit,Medan,0
8487,2024-04-10,Gaji,1830759.1146964873,credit,Surabaya,0
8488,2024-01-21,Biaya Operasional,1830957.9523041935,debit,Medan,0
8489,2024-02-27,Gaji,1823378.1191997635,credit,Bandung,0
8490,2024-06-28,Kas,2024100.2643911315,credit,Bandung,0
8491,2024-12-06,Pembelian,2296156.256625762,credit,Medan,0
8492,2024-12-14,Gaji,2503464.0535460785,credit,Bandung,0
8493,2024-01-20,Pembelian,2401239.566996696,debit,Medan,0
8494,2024-09-11,Biaya Operasional,1296572.1870583622,credit,Medan,0
8495,2024-11-12,Biaya Operasional,1393852.7947098757,credit,Surabaya,0
8496,2024-02-07,Pembelian,1830405.1691265577,credit,Medan,0
8497,2024-05-27,Pembelian,1448760.2309097718,credit,Jakarta,0
8498,2024-01-25,Gaji,2223331.6963255564,credit,Surabaya,0
8499,2024-04-30,Biaya Operasional,1991380.0067792113,credit,Bandung,0
8500,2024-01-26,Pembelian,2066289.88698223,credit,Medan,0
8501,2024-06-17,Penjualan,3561335.1164903776,debit,Jakarta,1
8502,2024-11-18,Gaji,1833207.5767779243,debit,Surabaya,0
8503,2024-08-12,Gaji,1444802.7401039079,debit,Surabaya,0
8504,2024-01-01,Penjualan,1905386.6795633202,debit,Bandung,0
8505,2024-12-29,Biaya Operasional,943896.8934262083,debit,Medan,1
8506,2024-09-17,Pembelian,1926677.258486298,credit,Jakarta,0
8507,2024-01-13,Pembelian,765526.9131238055,debit,Jakarta,0
8508,2024-02-17,Biaya Operasional,2021189.020349769,debit,Bandung,0
8509,2024-11-08,Penjualan,2563146.1725805597,credit,Jakarta,0
8510,2024-10-17,Penjualan,2274296.585638646,debit,Surabaya,0
8511,2024-11-27,Penjualan,2161513.852278007,credit,Medan,0
8512,2024-04-03,Gaji,2258682.556581968,credit,Jakarta,0
8513,2024-09-17,Pembelian,1636348.0770342196,debit,Jakarta,0
8514,2024-10-04,Kas,977121.7353612196,debit,Surabaya,0
8515,2024-12-24,Gaji,4066762.5736577283,credit,Surabaya,1
8516,2024-07-23,Gaji,2307949.2056753803,debit,Surabaya,0
8517,2024-07-03,Pembelian,2494435.8267361987,debit,Bandung,0
8518,2024-06-23,Biaya Operasional,2665991.884283432,debit,Surabaya,0
8519,2024-11-04,Pembelian,1355089.5678362716,debit,Bandung,0
8520,2024-03-09,Biaya Operasional,2605497.787552994,credit,Jakarta,0
8521,2024-04-13,Pembelian,1364254.371401243,debit,Surabaya,0
8522,2024-09-02,Gaji,2213620.625507634,debit,Jakarta,0
8523,2024-12-29,Penjualan,2290865.4501923854,debit,Bandung,1
8524,2024-07-18,Gaji,1663874.375674461,debit,Jakarta,0
8525,2024-08-03,Gaji,2404849.2830909216,credit,Bandung,0
8526,2024-07-30,Kas,2799089.982017371,debit,Jakarta,1
8527,2024-01-16,Gaji,1503524.1683185417,credit,Jakarta,0
8528,2024-11-27,Gaji,1610446.8897350475,debit,Bandung,0
8529,2024-12-29,Gaji,2330554.6669131946,debit,Surabaya,1
8530,2024-12-30,Kas,2314470.4113772158,credit,Medan,0
8531,2024-02-08,Biaya Operasional,2110226.356544813,credit,Jakarta,0
8532,2024-03-29,Kas,2104578.885131197,debit,Surabaya,0
8533,2024-09-12,Penjualan,2638948.387183241,debit,Surabaya,0
8534,2024-09-10,Biaya Operasional,1816731.929520713,debit,Bandung,0
8535,2024-08-03,Kas,1778334.0841729937,credit,Medan,0
8536,2024-10-29,Penjualan,1923681.637615315,debit,Jakarta,0
8537,2024-06-20,Penjualan,1505896.845919734,credit,Surabaya,0
8538,2024-05-16,Pembelian,2310762.9870499303,credit,Bandung,0
8539,2024-06-26,Pembelian,1384454.4687734377,credit,Bandung,0
8540,2024-03-17,Gaji,1911132.2946596956,debit,Surabaya,0
8541,2024-07-06,Biaya Operasional,2455031.421266177,credit,Surabaya,0
8542,2024-01-15,Kas,1871762.2086266668,debit,Surabaya,0
8543,2024-10-18,Gaji,1476695.8222155361,credit,Bandung,0
8544,2024-11-14,Biaya Operasional,2168285.271516196,debit,Jakarta,0
